"Order No.","Season","Account No.","Customer Name","Customer Order No.","Style No","Style Name","Color Code","Color Description","Barcode","Size","Qty (CU)","Currency","Wholesale Price","Total WSP Amount","Recommended Retail Price","RRP Currency","Brand","Sub-brand","Category","Sub-category","Type","Bill of material","Net Weight (kg)","Dimensions","Country (COO)","Customs Tariff No","Delivery window","Washing","Additional washing instructions","Cycle","Ironing","Drying","Drycleaning","Bleaching","Hardware care","Gender","Age grade","GOTS","GRS","OEKO-TEX No.","CE marked","CA marked","Package type","Packaging height (cm)","Packaging length (cm)","Packaging width (cm)"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW20087","Darla Sunglasses 4-10 Y","1232","Peach / Sea shell","5715493454029","ONE SIZE","4","EUR","12.4","49.6","31","EUR","LIEWOOD","LIEWOOD WEAR","ACCESSORIES","ACCESSORIES","EYEWEAR","MAIN: 100% Recycled Polycarbonate; Hinge: 100% Stainless Steel; Packing: Case: 100% GRS Recycled Polypropylene","0.068","WIDTH (CM) 13; LENGTH (CM) 14","China","9004109900","December 2025","","","","","","","","Wipe with damp cloth;Do not submerge into water;","UNISEX","4y+","","CU1155405GRS","","Yes","Yes","Sleeve","40","130","55"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW20087","Darla Sunglasses 4-10 Y","2452","Rose transparent","5715493454067","ONE SIZE","4","EUR","12.4","49.6","31","EUR","LIEWOOD","LIEWOOD WEAR","ACCESSORIES","ACCESSORIES","EYEWEAR","MAIN: 100% Recycled Polycarbonate; Hinge: 100% Stainless Steel; Packing: Case: 100% GRS Recycled Polypropylene","0.07","WIDTH (CM) 13; LENGTH (CM) 14","China","9004109900","December 2025","","","","","","","","Wipe with damp cloth;Do not submerge into water;","UNISEX","4y+","","CU1155405GRS","","Yes","Yes","Sleeve","50","150","70"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW20087","Darla Sunglasses 4-10 Y","2496","Whale Blue transparent","5715493454098","ONE SIZE","4","EUR","12.4","49.6","31","EUR","LIEWOOD","LIEWOOD WEAR","ACCESSORIES","ACCESSORIES","EYEWEAR","MAIN: 100% Recycled Polycarbonate; Hinge: 100% Stainless Steel; Packing: Case: 100% GRS Recycled Polypropylene","0.07","WIDTH (CM) 13; LENGTH (CM) 14","China","9004109900","December 2025","","","","","","","","Wipe with damp cloth;Do not submerge into water;","UNISEX","4y+","","CU1155405GRS","","Yes","Yes","Sleeve","50","130","70"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW20094","Alfredo Rabbit Keychain","1500","Mist","5715493481285","ONE SIZE","8","EUR","7.2","57.6","18","EUR","LIEWOOD","LIEWOOD WEAR","ACCESSORIES","ACCESSORIES","KEYCHAIN","Key ring and hook:  40% Iron, 60% Zinc Alloy; FILLING: 100% Recycled Polyester","0.031","HEIGHT (CM) 13","Vietnam","7326200000","January 2026","Do not wash","","","Do not iron ","","Do not dry clean","Do Not Bleach","","GIRL","3y+","","CU1155405GRS","","Yes","Yes","Plush Tag + Small Hangtag - Recycled Polyester","40","120","80"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW20329","Claudina Sneakers","2683","Rose / Riverside","5715493517113","35","1","EUR","22","22","55","EUR","LIEWOOD","LIEWOOD WEAR","FOOTWEAR","FOOTWEAR","SNEAKERS","LINING: 100% Recycled Polyester; UPPER: 100% PU; OUTSOLE: 100% TPR","0.666","","China","6404110000","January 2026","","","","","","","","","UNISEX","N/A","","","","No","No","Shoe box","105","270","195"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW20329","Claudina Sneakers","2683","Rose / Riverside","5715493517106","34","1","EUR","22","22","55","EUR","LIEWOOD","LIEWOOD WEAR","FOOTWEAR","FOOTWEAR","SNEAKERS","LINING: 100% Recycled Polyester; UPPER: 100% PU; OUTSOLE: 100% TPR","0.64","","China","6404110000","January 2026","","","","","","","","","UNISEX","N/A","","","","No","No","Shoe box","105","270","195"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW20329","Claudina Sneakers","2683","Rose / Riverside","5715493517090","33","1","EUR","22","22","55","EUR","LIEWOOD","LIEWOOD WEAR","FOOTWEAR","FOOTWEAR","SNEAKERS","LINING: 100% Recycled Polyester; UPPER: 100% PU; OUTSOLE: 100% TPR","0.614","","China","6404110000","January 2026","","","","","","","","","UNISEX","N/A","","","","No","No","Shoe box","105","270","195"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW20329","Claudina Sneakers","2683","Rose / Riverside","5715493517083","32","1","EUR","22","22","55","EUR","LIEWOOD","LIEWOOD WEAR","FOOTWEAR","FOOTWEAR","SNEAKERS","LINING: 100% Recycled Polyester; UPPER: 100% PU; OUTSOLE: 100% TPR","0.594","","China","6404110000","January 2026","","","","","","","","","UNISEX","N/A","","","","No","No","Shoe box","105","270","200"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW20329","Claudina Sneakers","2683","Rose / Riverside","5715493517076","31","1","EUR","22","22","55","EUR","LIEWOOD","LIEWOOD WEAR","FOOTWEAR","FOOTWEAR","SNEAKERS","LINING: 100% Recycled Polyester; UPPER: 100% PU; OUTSOLE: 100% TPR","0.582","","China","6404110000","January 2026","","","","","","","","","UNISEX","N/A","","","","No","No","Shoe box","105","270","195"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW20329","Claudina Sneakers","2683","Rose / Riverside","5715493517069","30","1","EUR","22","22","55","EUR","LIEWOOD","LIEWOOD WEAR","FOOTWEAR","FOOTWEAR","SNEAKERS","LINING: 100% Recycled Polyester; UPPER: 100% PU; OUTSOLE: 100% TPR","0.552","","China","6404110000","January 2026","","","","","","","","","UNISEX","N/A","","","","No","No","Shoe box","110","270","200"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW20329","Claudina Sneakers","2683","Rose / Riverside","5715493517052","29","2","EUR","22","44","55","EUR","LIEWOOD","LIEWOOD WEAR","FOOTWEAR","FOOTWEAR","SNEAKERS","LINING: 100% Recycled Polyester; UPPER: 100% PU; OUTSOLE: 100% TPR","0.504","","China","6404110000","January 2026","","","","","","","","","UNISEX","N/A","","","","No","No","Shoe box","90","250","180"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW20329","Claudina Sneakers","2683","Rose / Riverside","5715493517045","28","1","EUR","22","22","55","EUR","LIEWOOD","LIEWOOD WEAR","FOOTWEAR","FOOTWEAR","SNEAKERS","LINING: 100% Recycled Polyester; UPPER: 100% PU; OUTSOLE: 100% TPR","0.482","","China","6404110000","January 2026","","","","","","","","","UNISEX","N/A","","","","No","No","Shoe box","90","250","180"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW20329","Claudina Sneakers","2683","Rose / Riverside","5715493517038","27","1","EUR","22","22","55","EUR","LIEWOOD","LIEWOOD WEAR","FOOTWEAR","FOOTWEAR","SNEAKERS","LINING: 100% Recycled Polyester; UPPER: 100% PU; OUTSOLE: 100% TPR","0.468","","China","6404110000","January 2026","","","","","","","","","UNISEX","N/A","","","","No","No","Shoe box","90","250","180"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW20329","Claudina Sneakers","2683","Rose / Riverside","5715493517021","26","1","EUR","22","22","55","EUR","LIEWOOD","LIEWOOD WEAR","FOOTWEAR","FOOTWEAR","SNEAKERS","LINING: 100% Recycled Polyester; UPPER: 100% PU; OUTSOLE: 100% TPR","0.448","","China","6404110000","January 2026","","","","","","","","","UNISEX","N/A","","","","No","No","Shoe box","90","250","180"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW20354","Tyler Stripe LS T-shirt","2023","Y/D stipes Classic navy / Creme de la creme","5715493517243","98/104","1","EUR","13.6","13.6","34","EUR","LIEWOOD","LIEWOOD WEAR","CLOTHING","CLOTHING","TSHIRT","100% GOTS Organic Cotton","0.15","","Bangladesh","6109100010","December 2025","Machine wash temperature 30°C","Wash with similar colours;Turn inside out for washing;Do not use fabric softener;Shrinkage up to 5% ;Hang dry;","","Iron at medium temperature","Do not tumble dry ","Do not dry clean","Do Not Bleach","","UNISEX","N/A","CU1155405GOTS","","","No","No","Small hang tag","10","345","250"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW20354","Tyler Stripe LS T-shirt","2023","Y/D stipes Classic navy / Creme de la creme","5715493517250","110/116","2","EUR","13.6","27.2","34","EUR","LIEWOOD","LIEWOOD WEAR","CLOTHING","CLOTHING","TSHIRT","100% GOTS Organic Cotton","0.174","","Bangladesh","6109100010","December 2025","Machine wash temperature 30°C","Wash with similar colours;Turn inside out for washing;Do not use fabric softener;Shrinkage up to 5% ;Hang dry;","","Iron at medium temperature","Do not tumble dry ","Do not dry clean","Do Not Bleach","","UNISEX","N/A","CU1155405GOTS","","","No","No","Small hang tag","10","350","245"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW20354","Tyler Stripe LS T-shirt","2023","Y/D stipes Classic navy / Creme de la creme","5715493517267","122/128","1","EUR","13.6","13.6","34","EUR","LIEWOOD","LIEWOOD WEAR","CLOTHING","CLOTHING","TSHIRT","100% GOTS Organic Cotton","0.196","","Bangladesh","6109100010","December 2025","Machine wash temperature 30°C","Wash with similar colours;Turn inside out for washing;Do not use fabric softener;Shrinkage up to 5% ;Hang dry;","","Iron at medium temperature","Do not tumble dry ","Do not dry clean","Do Not Bleach","","UNISEX","N/A","CU1155405GOTS","","","No","No","Small hang tag","15","360","250"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW20354","Tyler Stripe LS T-shirt","2670","Heart Tuscany rose / Creme de la creme","5715493517298","98/104","1","EUR","13.6","13.6","34","EUR","LIEWOOD","LIEWOOD WEAR","CLOTHING","CLOTHING","TSHIRT","100% GOTS Organic Cotton","0.146","","Bangladesh","6109100010","December 2025","Machine wash temperature 30°C","Wash with similar colours;Turn inside out for washing;Do not use fabric softener;Shrinkage up to 5% ;Hang dry;","","Iron at medium temperature","Do not tumble dry ","Do not dry clean","Do Not Bleach","","UNISEX","N/A","CU1155405GOTS","","","No","No","Small hang tag","10","350","250"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW20354","Tyler Stripe LS T-shirt","2670","Heart Tuscany rose / Creme de la creme","5715493517281","86/92","1","EUR","13.6","13.6","34","EUR","LIEWOOD","LIEWOOD WEAR","CLOTHING","CLOTHING","TSHIRT","100% GOTS Organic Cotton","0.126","","Bangladesh","6109100010","December 2025","Machine wash temperature 30°C","Wash with similar colours;Turn inside out for washing;Do not use fabric softener;Shrinkage up to 5% ;Hang dry;","","Iron at medium temperature","Do not tumble dry ","Do not dry clean","Do Not Bleach","","UNISEX","N/A","CU1155405GOTS","","","No","No","Small hang tag","10","335","235"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW20354","Tyler Stripe LS T-shirt","2670","Heart Tuscany rose / Creme de la creme","5715493517311","122/128","1","EUR","13.6","13.6","34","EUR","LIEWOOD","LIEWOOD WEAR","CLOTHING","CLOTHING","TSHIRT","100% GOTS Organic Cotton","0.196","","Bangladesh","6109100010","December 2025","Machine wash temperature 30°C","Wash with similar colours;Turn inside out for washing;Do not use fabric softener;Shrinkage up to 5% ;Hang dry;","","Iron at medium temperature","Do not tumble dry ","Do not dry clean","Do Not Bleach","","UNISEX","N/A","CU1155405GOTS","","","No","No","Small hang tag","10","350","250"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW20390","Della Cap","2304","Tuscany rose multi mix","5715493517410","55","4","EUR","10.8","43.2","27","EUR","LIEWOOD","LIEWOOD WEAR","ACCESSORIES","ACCESSORIES","HATS/CAP","SHELL: 100% Organic cotton; TRIM: 100% Polyester","0.09","","China","6505003000","January 2026","Gentle wash at 30°C","Do not soak;Wash with similar colours;Do not use fabric softener;Do not tumble dry;","","Do not iron ","Hang dry","Do not dry clean","Do Not Bleach","","UNISEX","N/A","CU1155405GOTS","","","No","No","Polybag w/logo","65","165","155"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW20390","Della Cap","2383","Classic navy multi mix","5715493517458","55","4","EUR","10.8","43.2","27","EUR","LIEWOOD","LIEWOOD WEAR","ACCESSORIES","ACCESSORIES","HATS/CAP","SHELL: 100% Organic cotton; TRIM: 100% Polyester","0.088","","China","6505003000","January 2026","Gentle wash at 30°C","Do not soak;Wash with similar colours;Do not use fabric softener;Do not tumble dry;","","Do not iron ","Hang dry","Do not dry clean","Do Not Bleach","","UNISEX","N/A","CU1155405GOTS","","","No","No","Polybag w/logo","75","185","175"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW20390","Della Cap","2632","Peppermint multi mix","5715493517496","55","4","EUR","10.8","43.2","27","EUR","LIEWOOD","LIEWOOD WEAR","ACCESSORIES","ACCESSORIES","HATS/CAP","SHELL: 100% Organic cotton; TRIM: 100% Polyester","0.098","","China","6505003000","January 2026","Gentle wash at 30°C","Do not soak;Wash with similar colours;Do not use fabric softener;Do not tumble dry;","","Do not iron ","Hang dry","Do not dry clean","Do Not Bleach","","UNISEX","N/A","CU1155405GOTS","","","No","No","Polybag w/logo","60","198","185"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW20390","Della Cap","2632","Peppermint multi mix","5715493517489","53","4","EUR","10.8","43.2","27","EUR","LIEWOOD","LIEWOOD WEAR","ACCESSORIES","ACCESSORIES","HATS/CAP","SHELL: 100% Organic cotton; TRIM: 100% Polyester","0.084","","China","6505003000","January 2026","Gentle wash at 30°C","Do not soak;Wash with similar colours;Do not use fabric softener;Do not tumble dry;","","Do not iron ","Hang dry","Do not dry clean","Do Not Bleach","","UNISEX","N/A","CU1155405GOTS","","","No","No","Polybag w/logo","75","160","160"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW20390","Della Cap","2383","Classic navy multi mix","5715493517441","53","4","EUR","10.8","43.2","27","EUR","LIEWOOD","LIEWOOD WEAR","ACCESSORIES","ACCESSORIES","HATS/CAP","SHELL: 100% Organic cotton; TRIM: 100% Polyester","0.094","","China","6505003000","January 2026","Gentle wash at 30°C","Do not soak;Wash with similar colours;Do not use fabric softener;Do not tumble dry;","","Do not iron ","Hang dry","Do not dry clean","Do Not Bleach","","UNISEX","N/A","CU1155405GOTS","","","No","No","Polybag w/logo","80","165","155"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW20390","Della Cap","2304","Tuscany rose multi mix","5715493517403","53","4","EUR","10.8","43.2","27","EUR","LIEWOOD","LIEWOOD WEAR","ACCESSORIES","ACCESSORIES","HATS/CAP","SHELL: 100% Organic cotton; TRIM: 100% Polyester","0.084","","China","6505003000","January 2026","Gentle wash at 30°C","Do not soak;Wash with similar colours;Do not use fabric softener;Do not tumble dry;","","Do not iron ","Hang dry","Do not dry clean","Do Not Bleach","","UNISEX","N/A","CU1155405GOTS","","","No","No","Polybag w/logo","80","180","170"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW20390","Della Cap","2304","Tuscany rose multi mix","5715493517397","51","4","EUR","10.8","43.2","27","EUR","LIEWOOD","LIEWOOD WEAR","ACCESSORIES","ACCESSORIES","HATS/CAP","SHELL: 100% Organic cotton; TRIM: 100% Polyester","0.088","","China","6505003000","January 2026","Gentle wash at 30°C","Do not soak;Wash with similar colours;Do not use fabric softener;Do not tumble dry;","","Do not iron ","Hang dry","Do not dry clean","Do Not Bleach","","UNISEX","N/A","CU1155405GOTS","","","No","No","Polybag w/logo","60","198","185"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW20390","Della Cap","2383","Classic navy multi mix","5715493517434","51","4","EUR","10.8","43.2","27","EUR","LIEWOOD","LIEWOOD WEAR","ACCESSORIES","ACCESSORIES","HATS/CAP","SHELL: 100% Organic cotton; TRIM: 100% Polyester","0.088","","China","6505003000","January 2026","Gentle wash at 30°C","Do not soak;Wash with similar colours;Do not use fabric softener;Do not tumble dry;","","Do not iron ","Hang dry","Do not dry clean","Do Not Bleach","","UNISEX","N/A","CU1155405GOTS","","","No","No","Polybag w/logo","60","198","185"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW20390","Della Cap","2632","Peppermint multi mix","5715493517472","51","4","EUR","10.8","43.2","27","EUR","LIEWOOD","LIEWOOD WEAR","ACCESSORIES","ACCESSORIES","HATS/CAP","SHELL: 100% Organic cotton; TRIM: 100% Polyester","0.082","","China","6505003000","January 2026","Gentle wash at 30°C","Do not soak;Wash with similar colours;Do not use fabric softener;Do not tumble dry;","","Do not iron ","Hang dry","Do not dry clean","Do Not Bleach","","UNISEX","N/A","CU1155405GOTS","","","No","No","Polybag w/logo","80","175","170"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW20472","Ilford Set w Frills","2475","Peach mini / Sea shell","5715493521189","110/116","4","EUR","18","72","45","EUR","LIEWOOD","LIEWOOD WEAR","CLOTHING","CLOTHING","SET","95% GOTS Organic Cotton, 5% Elastane","0.196","","Bangladesh","6108310000","December 2025","Machine wash temperature 30°C","Wash with similar colours;Turn inside out for washing;Do not use fabric softener;Shrinkage up to 5% ;Hang dry;","","Iron at medium temperature","Do not tumble dry ","Do not dry clean","Do Not Bleach","","GIRL","N/A","CU1155405GOTS","","","No","No","Polybag w/logo","10","330","240"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW20472","Ilford Set w Frills","2475","Peach mini / Sea shell","5715493521196","122/128","4","EUR","18","72","45","EUR","LIEWOOD","LIEWOOD WEAR","CLOTHING","CLOTHING","SET","95% GOTS Organic Cotton, 5% Elastane","0.228","","Bangladesh","6108310000","December 2025","Machine wash temperature 30°C","Wash with similar colours;Turn inside out for washing;Do not use fabric softener;Shrinkage up to 5% ;Hang dry;","","Iron at medium temperature","Do not tumble dry ","Do not dry clean","Do Not Bleach","","GIRL","N/A","CU1155405GOTS","","","No","No","Polybag w/logo","20","330","255"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW20472","Ilford Set w Frills","2475","Peach mini / Sea shell","5715493521172","98/104","4","EUR","18","72","45","EUR","LIEWOOD","LIEWOOD WEAR","CLOTHING","CLOTHING","SET","95% GOTS Organic Cotton, 5% Elastane","0.212","","Bangladesh","6108310000","December 2025","Machine wash temperature 30°C","Wash with similar colours;Turn inside out for washing;Do not use fabric softener;Shrinkage up to 5% ;Hang dry;","","Iron at medium temperature","Do not tumble dry ","Do not dry clean","Do Not Bleach","","GIRL","N/A","CU1155405GOTS","","","No","No","Polybag w/logo","2","270","350"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW20472","Ilford Set w Frills","2475","Peach mini / Sea shell","5715493521165","86/92","2","EUR","18","36","45","EUR","LIEWOOD","LIEWOOD WEAR","CLOTHING","CLOTHING","SET","95% GOTS Organic Cotton, 5% Elastane","0.154","","Bangladesh","6108310000","December 2025","Machine wash temperature 30°C","Wash with similar colours;Turn inside out for washing;Do not use fabric softener;Shrinkage up to 5% ;Hang dry;","","Iron at medium temperature","Do not tumble dry ","Do not dry clean","Do Not Bleach","","GIRL","N/A","CU1155405GOTS","","","No","No","Polybag w/logo","10","340","250"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW20472","Ilford Set w Frills","2475","Peach mini / Sea shell","5715493521202","134/140","2","EUR","18","36","45","EUR","LIEWOOD","LIEWOOD WEAR","CLOTHING","CLOTHING","SET","95% GOTS Organic Cotton, 5% Elastane","0.244","","Bangladesh","6108310000","December 2025","Machine wash temperature 30°C","Wash with similar colours;Turn inside out for washing;Do not use fabric softener;Shrinkage up to 5% ;Hang dry;","","Iron at medium temperature","Do not tumble dry ","Do not dry clean","Do Not Bleach","","GIRL","N/A","CU1155405GOTS","","","No","No","Polybag w/logo","20","340","250"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW20501","Dove  Swim Vest w Frill","2606","Butterfly / Apple blossom","5715493531737","19-30 KG","2","EUR","20","40","50","EUR","LIEWOOD","LIEWOOD LIVING","PLAY TIME","PLAY TIME","SWIM VEST","SHELL: 100% Neoprene; LINING: 100% Polyester","0.304","","China","9506290000","February 2026","Hand wash","Wash with similar colours;Close zipper, velcro and buttons before washing;Hang dry;","","Do not iron ","Do not tumble dry ","Do not dry clean","Do Not Bleach","","GIRL","N/A","","","","Yes","Yes","Polybag w/logo","60","390","350"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW20501","Dove  Swim Vest w Frill","2606","Butterfly / Apple blossom","5715493531720","15-19 KG","2","EUR","20","40","50","EUR","LIEWOOD","LIEWOOD LIVING","PLAY TIME","PLAY TIME","SWIM VEST","SHELL: 100% Neoprene; LINING: 100% Polyester","0.274","","China","9506290000","February 2026","Hand wash","Wash with similar colours;Close zipper, velcro and buttons before washing;Hang dry;","","Do not iron ","Do not tumble dry ","Do not dry clean","Do Not Bleach","","GIRL","N/A","","","","Yes","Yes","Polybag w/logo","60","350","330"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW20501","Dove  Swim Vest w Frill","2608","Flower / Lemon yellow","5715493545208","11-15 KG","2","EUR","20","40","50","EUR","LIEWOOD","LIEWOOD LIVING","PLAY TIME","PLAY TIME","SWIM VEST","SHELL: 100% Neoprene; LINING: 100% Polyester","0.254","","China","9506290000","February 2026","Hand wash","Wash with similar colours;Close zipper, velcro and buttons before washing;Hang dry;","","Do not iron ","Do not tumble dry ","Do not dry clean","Do Not Bleach","","GIRL","N/A","","","","Yes","Yes","Polybag w/logo","60","360","330"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW20501","Dove  Swim Vest w Frill","2608","Flower / Lemon yellow","5715493545215","15-19 KG","2","EUR","20","40","50","EUR","LIEWOOD","LIEWOOD LIVING","PLAY TIME","PLAY TIME","SWIM VEST","SHELL: 100% Neoprene; LINING: 100% Polyester","0.276","","China","9506290000","February 2026","Hand wash","Wash with similar colours;Close zipper, velcro and buttons before washing;Hang dry;","","Do not iron ","Do not tumble dry ","Do not dry clean","Do Not Bleach","","GIRL","N/A","","","","Yes","Yes","Polybag w/logo","50","350","320"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW20516","Mollie Dress","2608","Flower / Lemon yellow","5715493521592","134/140","2","EUR","18","36","45","EUR","LIEWOOD","LIEWOOD WEAR","CLOTHING","CLOTHING","DRESS","100% GOTS Organic Cotton","0.226","","Bangladesh","6104420010","December 2025","Machine wash temperature 30°C","Wash with similar colours;Turn inside out for washing;Do not use fabric softener;Shrinkage up to 5% ;Hang dry;","","Iron at medium temperature","Do not tumble dry ","Do not dry clean","Do Not Bleach","","GIRL","N/A","CU1155405GOTS","","","No","No","Small hang tag","20","350","250"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW20516","Mollie Dress","2608","Flower / Lemon yellow","5715493521561","98/104","2","EUR","18","36","45","EUR","LIEWOOD","LIEWOOD WEAR","CLOTHING","CLOTHING","DRESS","100% GOTS Organic Cotton","0.158","","Bangladesh","6104420010","December 2025","Machine wash temperature 30°C","Wash with similar colours;Turn inside out for washing;Do not use fabric softener;Shrinkage up to 5% ;Hang dry;","","Iron at medium temperature","Do not tumble dry ","Do not dry clean","Do Not Bleach","","GIRL","N/A","CU1155405GOTS","","","No","No","Small hang tag","10","350","250"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW20524","Kelly Kangaroo Mommy & Me Teddy","0507","Dune","5715493531874","ONE SIZE","6","EUR","19.2","115.2","48","EUR","LIEWOOD","LIEWOOD LIVING","PLAY TIME","PLAY TIME","TEDDY","SHELL: 100% Recycled Polyester; FILLING: 100% Recycled Polyester","0.261","SITTING HEIGHT: HEIGHT (CM) 31; WIDTH (CM) 20; LENGTH (CM) 32","Vietnam","9503004100","January 2026","","","","","","","","","UNISEX","2m+","","CU1155405GRS","","Yes","Yes","Plush Tag + Small Hangtag - Recycled Polyester","140","330","230"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW20544","Lucas Activity Cube","2727","Tuscany rose multi mix","5715493531997","ONE SIZE","2","EUR","24","48","60","EUR","LIEWOOD","LIEWOOD LIVING","PLAY TIME","PLAY TIME","ACTIVITY TOY","Xylophone keys, Wires, pins, screws: 100% Iron; Mirror: 100% Acrylic; Roof, Walls, Base board: 100% Bass plywood; Stick, Slider blocks: 100% Beech wood; Animal block: 100% MDF","1.25","BOX (EXC. ATTACHMENTS): HEIGHT (CM) 22. BOX (EXC. ATTACHMENTS): WIDTH (CM) 17. BOX (EXC. ATTACHMENTS): LENGTH (CM) 17. PUZZLE BLOCKS (MIN.): THICKNESS (MM) 3.6. PUZZLE BLOCKS (MAX): WIDTH (CM) 5.2. PUZZLE BLOCKS (MAX): LENGTH (CM) 8.5","China","9503009100","January 2026","","","","","","","","","UNISEX","18m+","","","","Yes","Yes","Grey box w/ colored/printed drawing","210","200","200"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW20579","Delani Stripe Denim Dungarees","2671","Classic navy / Creme de la creme","5715493521752","134","1","EUR","36","36","90","EUR","LIEWOOD","LIEWOOD WEAR","CLOTHING","CLOTHING","DUNGAREE","100% Cotton","0.496","","China","6204420090","December 2025","Machine wash temperature 30°C","Wash with similar colours;Turn inside out for washing;Do not use fabric softener;Shrinkage up to 5% ;Hang dry;","","Iron at low temperature","Tumble Dry, LOW HEAT","Do not dry clean","Do Not Bleach","","UNISEX","N/A","","","BJ020 140051 ","No","No","Small hang tag","50","390","260"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW20579","Delani Stripe Denim Dungarees","2671","Classic navy / Creme de la creme","5715493521745","128","1","EUR","36","36","90","EUR","LIEWOOD","LIEWOOD WEAR","CLOTHING","CLOTHING","DUNGAREE","100% Cotton","0.464","","China","6204420090","December 2025","Machine wash temperature 30°C","Wash with similar colours;Turn inside out for washing;Do not use fabric softener;Shrinkage up to 5% ;Hang dry;","","Iron at low temperature","Tumble Dry, LOW HEAT","Do not dry clean","Do Not Bleach","","UNISEX","N/A","","","BJ020 140051 ","No","No","Small hang tag","45","400","320"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW20579","Delani Stripe Denim Dungarees","2671","Classic navy / Creme de la creme","5715493521714","110","1","EUR","36","36","90","EUR","LIEWOOD","LIEWOOD WEAR","CLOTHING","CLOTHING","DUNGAREE","100% Cotton","0.394","","China","6204420090","December 2025","Machine wash temperature 30°C","Wash with similar colours;Turn inside out for washing;Do not use fabric softener;Shrinkage up to 5% ;Hang dry;","","Iron at low temperature","Tumble Dry, LOW HEAT","Do not dry clean","Do Not Bleach","","UNISEX","N/A","","","BJ020 140051 ","No","No","Small hang tag","25","400","310"
